,Species,Total,Positive,Percentage,MSW05_Genus,1-1_ActivityCycle,5-1_AdultBodyMass_g,8-1_AdultForearmLen_mm,13-1_AdultHeadBodyLen_mm,2-1_AgeatEyeOpening_d,3-1_AgeatFirstBirth_d,18-1_BasalMetRate_mLO2hr,5-2_BasalMetRateMass_g,6-1_DietBreadth,7-1_DispersalAge_d,9-1_GestationLen_d,12-1_HabitatBreadth,22-1_HomeRange_km2,22-2_HomeRange_Indiv_km2,14-1_InterbirthInterval_d,15-1_LitterSize,16-1_LittersPerYear,17-1_MaxLongevity_m,5-3_NeonateBodyMass_g,13-2_NeonateHeadBodyLen_mm,21-1_PopulationDensity_n/km2,10-1_PopulationGrpSize,23-1_SexualMaturityAge_d,10-2_SocialGrpSize,24-1_TeatNumber,12-2_Terrestriality,6-2_TrophicLevel,25-1_WeaningAge_d,5-4_WeaningBodyMass_g,13-3_WeaningHeadBodyLen_mm,References,5-5_AdultBodyMass_g_EXT,16-2_LittersPerYear_EXT,5-6_NeonateBodyMass_g_EXT,5-7_WeaningBodyMass_g_EXT,26-1_GR_Area_km2,26-2_GR_MaxLat_dd,26-3_GR_MinLat_dd,26-4_GR_MidRangeLat_dd,26-5_GR_MaxLong_dd,26-6_GR_MinLong_dd,26-7_GR_MidRangeLong_dd,27-1_HuPopDen_Min_n/km2,27-2_HuPopDen_Mean_n/km2,27-3_HuPopDen_5p_n/km2,27-4_HuPopDen_Change,28-1_Precip_Mean_mm,28-2_Temp_Mean_01degC,30-1_AET_Mean_mm,30-2_PET_Mean_mm,Diet-Inv,Diet-Vend,Diet-Vect,Diet-Vfish,Diet-Vunk,Diet-Scav,Diet-Fruit,Diet-Nect,Diet-Seed,Diet-PlantO,Diet-Certainty,ForStrat-Value,ForStrat-Certainty,Activity-Nocturnal,Activity-Crepuscular,Activity-Diurnal,Activity-Certainty,BodyMass-Value,BodyMass-SpecLevel
239,Rhinopoma microphyllum,2,0,0.0,Rhinopoma,-999.0,28.02,68.08,61.82,-999.0,668.15,-999.0,-999.0,1.0,-999.0,114.87,1.0,-999.0,-999.0,365.0,1.0,1.0,-999.0,4.99,-999.0,-999.0,-999.0,648.9,-999.0,-999.0,2.0,3.0,31.3,-999.0,-999.0,74;138;196;679;892;1297;1528;1658;1730;1860;1898;2143;2151;2655;2719;3023;3110,-999.0,-999.0,-999.0,-999.0,14416988.96,35.4,2.28,18.84,99.56,-17.53,41.01,0.0,66.65,0.0,0.1,26.62,247.61,292.65,1367.99,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,27.87,1.0
240,Rhogeessa tumida,3,0,0.0,Rhogeessa,-999.0,4.58,29.49,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,1.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,196;1297;1658;2143;2151;2622;2655;2719;2751,-999.0,-999.0,-999.0,-999.0,781796.28,24.58,9.59,17.09,-83.13,-99.74,-91.43,0.0,59.62,4.0,0.15,135.91,234.63,1254.14,1602.87,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,4.58,1.0
241,Rhynchonycteris naso,2,0,0.0,Rhynchonycteris,1.0,4.14,38.11,42.94,-999.0,547.5,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.99,2.0,-999.0,0.98,30.03,-999.0,24.0,-999.0,45.0,-999.0,2.0,3.0,70.86,-999.0,-999.0,196;425;426;429;726;889;905;1297;1388;1645;1658;2143;2151;2295;2300;2537;2655;2719;3023,-999.0,-999.0,-999.0,-999.0,11358190.42,19.72,-22.78,-1.53,-34.79,-96.9,-65.84,0.0,21.94,0.0,0.12,157.52,244.17,1318.79,1563.25,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,3.83,1.0
242,Rousettus aegyptiacus,223,13,0.05829596412556054,Rousettus,1.0,134.0,93.2,167.37,-999.0,-999.0,122.64,126.0,3.0,-999.0,123.39,1.0,-999.0,-999.0,-999.0,1.07,2.0,274.8,19.13,40.04,-999.0,1000.0,315.68,-999.0,-999.0,2.0,1.0,105.0,75.1,-999.0,77;180;181;196;258;266;282;283;360;543;904;1271;1297;1309;1331;1386;1388;1469;1536;1631;1658;1663;1705;1716;1860;1948;2017;2091;2141;21432151;2176;2295;2655;2719;2904;2905;3014;3023;3071,-999.0,-999.0,-999.0,-999.0,6076089.81,37.36,-34.83,1.26,66.84,-17.53,24.65,0.0,75.36,1.0,0.13,85.78,226.26,828.48,1461.38,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,132.24,1.0
243,Rousettus amplexicaudatus,10,2,0.2,Rousettus,-999.0,74.37,76.88,107.63,-999.0,304.16,102.5,91.5,1.0,-999.0,101.38,1.0,-999.0,-999.0,-999.0,0.99,2.0,-999.0,12.0,-999.0,-999.0,825.0,258.65,-999.0,-999.0,2.0,1.0,86.16,-999.0,-999.0,77;196;406;978;1297;1309;1386;1388;1439;1621;1658;1705;1950;1982;2017;2143;2151;2280;2622;2655;2763;3023,-999.0,-999.0,-999.0,-999.0,2568005.12,19.57,-10.94,4.31,162.39,95.18,128.79,0.0,122.06,4.0,0.12,228.98,242.36,1589.95,1732.99,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,82.47,1.0
244,Rousettus leschenaultii,1425,70,0.04912280701754386,Rousettus,-999.0,84.88,82.25,-999.0,-999.0,278.81,-999.0,-999.0,3.0,-999.0,121.66,1.0,-999.0,-999.0,-999.0,1.01,2.0,-999.0,12.0,-999.0,-999.0,753.0,322.24,-999.0,-999.0,2.0,2.0,52.34,37.0,-999.0,77;211;212;582;1140;1143;1149;1297;1552;1621;1658;1705;2017;2143;2151;2622;2655;2910;3014,-999.0,-999.0,-999.0,-999.0,5152928.23,35.35,-8.96,13.19,117.84,67.64,92.74,1.0,287.15,10.0,0.09,127.94,230.14,946.42,1436.72,0.0,0.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,84.88,1.0
245,Saccopteryx bilineata,115,0,0.0,Saccopteryx,1.0,8.08,45.99,-999.0,-999.0,365.0,14.97,8.05,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.99,1.0,-999.0,3.49,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,59.99,5.66,-999.0,196;425;426;429;889;890;1079;1297;1388;1645;1658;1676;1822;1948;2143;2151;2295;2622;2655;2719;2751;2752;3023;3043,-999.0,-999.0,-999.0,-999.0,12018838.16,23.55,-22.53,0.5,-34.79,-105.7,-70.24,0.0,26.37,0.0,0.11,153.44,241.8,1296.3,1557.92,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,1.0,0.0,ABC,7.8,1.0
246,Saccopteryx leptura,1,0,0.0,Saccopteryx,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,10599499.36,16.5,-20.1,-1.79,-34.79,-93.84,-64.31,0.0,20.97,0.0,0.12,160.77,245.27,1328.5,1572.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,1.0,0.0,ABC,4.72,1.0
247,Scotomanes ornatus,4,0,0.0,Scotomanes,-999.0,22.24,56.24,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,196;1658;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,1811538.78,29.02,19.54,24.28,118.11,86.85,102.48,1.0,191.98,6.0,0.07,139.1,161.41,1051.01,1208.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,21.8,1.0
248,Scotophilus dinganii,9,0,0.0,Scotophilus,-999.0,25.12,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,2.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,44;196;1257;1297;2151;2176;2622;2655;2719;2894;2900,-999.0,-999.0,-999.0,-999.0,14455527.27,17.72,-33.77,-8.02,51.41,-16.82,17.29,0.0,31.07,1.0,0.13,87.36,234.81,907.25,1546.63,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,25.13,1.0
249,Scotophilus heathii,8,3,0.375,Scotophilus,-999.0,36.13,61.5,-999.0,-999.0,286.42,-999.0,-999.0,1.0,-999.0,112.7,1.0,-999.0,-999.0,-999.0,1.92,1.0,-999.0,5.49,-999.0,-999.0,15.0,192.91,-999.0,-999.0,2.0,3.0,19.17,20.0,-999.0,196;818;1297;1384;1388;1658;1674;1677;1680;1704;1705;1859;2143;2151;2655;3023,-999.0,-999.0,-999.0,-999.0,5702540.76,35.57,6.05,20.81,112.07,66.15,89.11,0.0,253.43,9.0,0.09,112.43,222.49,846.85,1407.11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,36.13,1.0
250,Scotophilus kuhlii,189,51,0.2698412698412698,Scotophilus,-999.0,20.31,51.4,-999.0,-999.0,365.0,-999.0,-999.0,1.0,-999.0,110.0,1.0,-999.0,-999.0,-999.0,1.5,1.0,-999.0,6.5,-999.0,-999.0,115.0,242.64,-999.0,-999.0,2.0,3.0,38.35,-999.0,-999.0,196;1138;1139;1297;1439;1621;1658;2151;2655;2719,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,20.73,1.0
251,Scotophilus leucogaster,5,0,0.0,Scotophilus,-999.0,20.24,51.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,228.12,1.0,-999.0,-999.0,-999.0,1.38,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,1297;1658;1784;1938;2151;2655,-999.0,-999.0,-999.0,-999.0,19600115.28,18.58,-34.83,-8.12,51.41,-17.53,16.93,0.0,32.3,1.0,0.12,82.81,235.59,849.51,1523.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,20.23,1.0
252,Scotophilus viridis,4,0,0.0,Scotophilus,-999.0,19.81,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,1257;1297;2151;2655,-999.0,-999.0,-999.0,-999.0,11311741.69,14.4,-29.7,-7.65,42.25,-16.82,12.71,0.0,36.14,1.0,0.14,108.74,234.29,1062.18,1527.45,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,19.6,1.0
253,Scotorepens balstoni,2,0,0.0,Scotorepens,-999.0,11.92,35.49,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,212.91,1.0,-999.0,-999.0,-999.0,1.41,-999.0,-999.0,2.39,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,44.58,5.6,-999.0,1297;1658;1835;2151;2515;2655,-999.0,-999.0,-999.0,-999.0,4828168.66,-17.37,-38.43,-27.9,149.87,113.14,131.51,0.0,0.66,0.0,0.00331,26.39,206.5,345.67,1279.29,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,11.92,1.0
254,Sturnira lilium,66,3,0.045454545454545456,Sturnira,1.0,20.19,40.5,65.96,-999.0,-999.0,39.2,21.9,3.0,-999.0,107.97,1.0,-999.0,-999.0,-999.0,0.99,2.0,-999.0,5.25,35.04,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,2.0,-999.0,-999.0,-999.0,108;196;197;889;892;1041;1297;1325;1326;1334;1640;1658;1822;1948;2143;2151;2295;2383;2538;2622;2655;2719;3023;3037;3038,-999.0,-999.0,-999.0,-999.0,15518876.5,29.98,-34.94,-2.47,-34.79,-110.64,-72.71,0.0,28.95,0.0,0.11,142.56,232.46,1248.36,1501.14,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,19.1,1.0
255,Sturnira ludovici,24,0,0.0,Sturnira,-999.0,21.0,43.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.99,2.0,-999.0,-999.0,26.8,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,1.0,-999.0,-999.0,-999.0,108;196;805;889;1297;1316;1635;1658;2143;2151;2655,-999.0,-999.0,1.54,-999.0,2756672.83,24.62,-4.34,10.13,-57.04,-106.62,-81.83,0.0,60.71,1.0,0.12,132.38,230.47,1271.5,1616.46,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,21.02,1.0
256,Sturnira magna,3,0,0.0,Sturnira,-999.0,-999.0,57.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,1.0,-999.0,-999.0,-999.0,889;1297;1658;2151,27.55,-999.0,-999.0,-999.0,1663098.75,1.82,-18.79,-8.48,-65.01,-79.74,-72.37,0.0,19.15,0.0,0.11,159.27,192.95,1176.97,1421.23,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,21.66,2.0
257,Tadarida aegyptiaca,7,0,0.0,Tadarida,-999.0,17.63,49.99,75.0,-999.0,343.7,-999.0,-999.0,1.0,-999.0,85.52,1.0,-999.0,-999.0,-999.0,0.99,1.0,-999.0,3.0,-999.0,-999.0,36.0,298.14,-999.0,-999.0,2.0,3.0,60.41,-999.0,-999.0,196;288;679;1297;1384;1528;1558;1658;1860;2143;2151;2622;2655;2900;3023,-999.0,-999.0,-999.0,-999.0,12943262.93,37.09,-34.83,1.12,88.34,-8.11,40.11,0.0,81.44,0.0,0.11,54.06,223.3,606.46,1446.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,16.78,1.0
258,Tadarida australis,11,1,0.09090909090909093,Tadarida,-999.0,36.4,45.11,-999.0,-999.0,365.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,1.0,1.0,-999.0,4.53,40.04,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,1297;1620;1658;1835;2143;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,5602874.26,-19.11,-39.13,-29.12,153.63,113.14,133.39,0.0,3.78,0.0,0.03,29.51,196.9,362.06,1240.56,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,31.8,1.0
259,Tadarida brasiliensis,12,3,0.25,Tadarida,-999.0,12.61,42.26,41.49,0.0,-999.0,13.44,11.2,1.0,-999.0,89.99,1.0,-999.0,-999.0,-999.0,1.11,1.0,180.0,3.19,33.78,-999.0,500500.0,400.26,-999.0,-999.0,2.0,3.0,54.24,11.52,-999.0,168;185;543;657;671;743;744;943;1006;1297;1334;1487;1507;1658;1685;1703;1705;1820;1948;2038;2143;2151;2209;2215;2606;2622;2655;2753;3022;3023,-999.0,-999.0,-999.0,-999.0,13978029.11,44.2,-41.72,1.23,-37.67,-124.55,-81.11,0.0,45.59,0.0,0.08,81.68,169.87,834.71,1242.13,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,12.49,1.0
260,Tadarida teniotis,11,1,0.09090909090909093,Tadarida,-999.0,28.07,59.99,84.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,679;1297;1658;1860;2151;2622;2655;3110,-999.0,-999.0,-999.0,-999.0,4732754.69,48.73,22.08,35.4,104.53,-18.16,43.18,0.0,86.8,4.0,0.08,52.12,116.05,450.08,1006.99,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,27.04,1.0
261,Taphozous longimanus,12,0,0.0,Taphozous,1.0,25.11,58.49,-999.0,-999.0,425.83,-999.0,-999.0,1.0,-999.0,107.22,1.0,-999.0,-999.0,-999.0,0.99,2.0,-999.0,5.52,45.74,-999.0,7.0,169.16,-999.0,-999.0,2.0,3.0,22.13,12.0,-999.0,196;818;889;1297;1384;1388;1528;1658;1675;1676;1677;1680;1705;2143;2151;2655;2719;3023,-999.0,-999.0,-999.0,-999.0,4343701.3,28.26,-8.96,9.65,123.01,72.61,97.81,1.0,217.19,8.0,0.1,158.24,249.1,1137.84,1570.56,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,1.0,0.0,ABC,26.92,1.0
262,Taphozous melanopogon,189,2,0.01058201058201058,Taphozous,1.0,25.99,63.72,-999.0,-999.0,730.0,-999.0,-999.0,-999.0,-999.0,122.5,1.0,-999.0,-999.0,-999.0,0.99,1.0,-999.0,5.8,-999.0,-999.0,300.0,374.39,-999.0,-999.0,2.0,-999.0,46.67,20.0,-999.0,138;196;889;1297;1439;1592;1621;1658;1705;2143;2151;2546;2655,-999.0,-999.0,-999.0,-999.0,7234034.08,31.28,-10.37,10.45,128.9,68.93,98.92,1.0,222.74,9.0,0.1,153.56,236.93,1098.79,1509.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,1.0,0.0,ABC,25.94,1.0
263,Taphozous perforatus,339,3,0.008849557522123894,Taphozous,1.0,24.43,62.0,72.49,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,91.24,1.0,-999.0,-999.0,-999.0,0.99,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,889;892;1270;1297;1658;1860;2143;2151;2622;2655;2900;3110,-999.0,-999.0,-999.0,-999.0,9616598.6,31.58,-22.42,4.57,80.5,-17.53,31.48,0.0,63.6,0.0,0.11,78.19,241.93,801.94,1539.56,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,1.0,0.0,ABC,27.33,1.0
264,Tonatia saurophila,8,0,0.0,Tonatia,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,7442847.6,17.73,-16.75,0.48,-37.3,-91.6,-64.45,0.0,15.84,0.0,0.12,162.39,246.85,1372.47,1591.69,90.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,D1,A,B,1.0,0.0,0.0,ABC,30.0,1.0
265,Trachops cirrhosus,16,0,0.0,Trachops,-999.0,36.9,58.45,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,3.0,-999.0,-999.0,-999.0,108;196;889;984;1297;1658;2143;2144;2151;2289;2622;2655;2719;2751,-999.0,-999.0,-999.0,-999.0,12679671.21,18.6,-29.6,-5.5,-34.79,-96.36,-65.57,0.0,27.05,0.0,0.12,154.52,239.27,1306.41,1545.21,50.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,ABC,G,A,1.0,0.0,0.0,ABC,37.67,1.0
266,Tylonycteris pachypus,598,98,0.16387959866220736,Tylonycteris,-999.0,4.1,26.24,-999.0,-999.0,365.0,-999.0,-999.0,1.0,-999.0,90.88,1.0,-999.0,-999.0,-999.0,1.92,1.0,-999.0,0.6,-999.0,-999.0,5.0,-999.0,-999.0,-999.0,2.0,3.0,58.46,2.93,-999.0,185;196;1297;1384;1439;1621;1652;1658;1784;1972;2143;2151;2655;2719;3023,-999.0,-999.0,-999.0,-999.0,4251795.63,28.55,-8.96,9.79,128.34,74.1,101.22,1.0,154.95,5.0,0.11,184.32,229.24,1277.53,1550.05,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,3.58,1.0
267,Tylonycteris robustula,125,1,0.008,Tylonycteris,-999.0,7.98,27.99,-999.0,-999.0,365.0,-999.0,-999.0,1.0,-999.0,90.88,1.0,-999.0,-999.0,-999.0,2.0,1.0,-999.0,1.25,-999.0,-999.0,4.0,140.97,-999.0,-999.0,2.0,3.0,-999.0,6.44,-999.0,185;196;1297;1384;1621;1652;1658;1784;1972;2143;2151;2655;2719;3023,-999.0,-999.0,-999.0,-999.0,2491915.89,26.43,-10.14,8.14,126.29,92.83,109.56,1.0,146.0,9.0,0.09,183.3,231.27,1283.27,1577.24,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,7.62,1.0
268,Uroderma bilobatum,37,0,0.0,Uroderma,-999.0,16.28,42.03,-999.0,-999.0,-999.0,26.56,16.2,3.0,-999.0,130.88,1.0,-999.0,-999.0,-999.0,0.99,2.0,-999.0,-999.0,-999.0,-999.0,30.5,-999.0,-999.0,-999.0,2.0,2.0,40.58,8.14,-999.0,108;158;160;196;889;1297;1658;1783;1784;1822;1948;2143;2151;2295;2622;2655;2719;2751;2852;3023,-999.0,-999.0,-999.0,-999.0,12877448.68,19.15,-25.48,-3.16,-34.79,-95.39,-65.09,0.0,27.68,0.0,0.12,152.59,237.52,1293.07,1542.99,10.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,16.69,1.0
269,Vampyressa bidens,1,0,0.0,Vampyressa,-999.0,11.91,35.57,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.98,-999.0,-999.0,0.61,22.52,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,751;1297;1658;2151;2622;2655,-999.0,-999.0,-999.0,-999.0,6977521.45,9.53,-17.12,-3.79,-46.74,-79.62,-63.18,0.0,8.47,0.0,0.13,173.85,239.75,1412.81,1576.53,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,11.6,1.0
270,Vampyressa pusilla,1,0,0.0,Vampyressa,-999.0,8.77,30.5,53.0,-999.0,-999.0,20.5,8.8,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.98,2.0,-999.0,3.81,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,1.0,-999.0,-999.0,-999.0,108;196;706;890;892;1297;1658;1782;2151;2622;2655;2719,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,8.63,1.0
271,Vampyressa thyone,1,0,0.0,Vampyressa,-999.0,7.17,31.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.02,24.33,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2267;2708,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,D1,Ar,A,1.0,0.0,0.0,ABC,7.17,1.0
272,Vampyrodes caraccioli,9,0,0.0,Vampyrodes,-999.0,35.89,52.05,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,0.98,2.0,-999.0,-999.0,-999.0,-999.0,3.5,-999.0,-999.0,-999.0,2.0,1.0,-999.0,-999.0,-999.0,108;196;890;1297;1658;1784;2143;2151;2622;2655;2751;3023;3040,-999.0,-999.0,-999.0,-999.0,8377468.83,18.42,-17.84,0.28,-46.7,-96.92,-71.81,0.0,15.57,0.0,0.13,172.08,241.37,1403.61,1586.43,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,ABC,Ar,A,1.0,0.0,0.0,ABC,34.7,1.0
273,Vespadelus baverstocki,1,0,0.0,Vespadelus,-999.0,-999.0,30.08,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,1835;2151,4.3,-999.0,-999.0,-999.0,1863120.68,-23.39,-35.1,-29.24,147.1,121.11,134.11,0.0,0.1,0.0,0.01,19.28,197.5,253.46,1232.17,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABC,A,A,1.0,0.0,0.0,ABC,4.8,1.0
